QUESTION.question,ANSWER
"What is the moisture content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""moisture""}}"
"What is the clay content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""clay""}}"
"What is the sand content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""sand""}}"
"What is the nitrogen content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""nitrogen""}}"
"What is the organic_carbon content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""organic_carbon""}}"
"What is the phosphorus content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""phosphorus""}}"
"What is the silt content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""silt""}}"
"What is the sand content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""sand""}}"
"What is the organic_carbon content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""organic_carbon""}}"
"What is the silt content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""silt""}}"
"What is the pH content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""pH""}}"
"What is the moisture content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""moisture""}}"
"What is the moisture content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""moisture""}}"
"What is the phosphorus content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""phosphorus""}}"
"What is the sand content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""sand""}}"
"What is the pH content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""pH""}}"
"What is the sand content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""sand""}}"
"What is the pH content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""pH""}}"
"What is the organic_carbon content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""organic_carbon""}}"
"What is the silt content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""silt""}}"
"What is the nitrogen content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""nitrogen""}}"
"What is the sand content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""sand""}}"
"What is the phosphorus content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""phosphorus""}}"
"What is the silt content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""silt""}}"
"What is the nitrogen content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""nitrogen""}}"
"What is the silt content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""silt""}}"
"What is the organic_carbon content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""organic_carbon""}}"
"What is the phosphorus content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""phosphorus""}}"
"What is the organic_carbon content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""organic_carbon""}}"
"What is the sand content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""sand""}}"
"What is the clay content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""clay""}}"
"What is the silt content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""silt""}}"
"What is the phosphorus content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""phosphorus""}}"
"What is the sand content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""sand""}}"
"What is the nitrogen content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""nitrogen""}}"
"What is the clay content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""clay""}}"
"What is the clay content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""clay""}}"
"What is the sand content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""sand""}}"
"What is the silt content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""silt""}}"
"What is the organic_carbon content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""organic_carbon""}}"
"What is the pH content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""pH""}}"
"What is the organic_carbon content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""organic_carbon""}}"
"What is the sand content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""sand""}}"
"What is the sand content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""sand""}}"
"What is the nitrogen content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""nitrogen""}}"
"What is the organic_carbon content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""organic_carbon""}}"
"What is the sand content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""sand""}}"
"What is the moisture content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""moisture""}}"
"What is the pH content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""pH""}}"
"What is the organic_carbon content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""nitrogen""}}"
"What is the sand content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""sand""}}"
"What is the silt content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""silt""}}"
"What is the pH content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""pH""}}"
"What is the sand content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""sand""}}"
"What is the moisture content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""moisture""}}"
"What is the clay content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""clay""}}"
"What is the nitrogen content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""nitrogen""}}"
"What is the clay content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""clay""}}"
"What is the silt content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""silt""}}"
"What is the phosphorus content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""phosphorus""}}"
"What is the nitrogen content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""nitrogen""}}"
"What is the silt content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""silt""}}"
"What is the phosphorus content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""phosphorus""}}"
"What is the clay content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""clay""}}"
"What is the sand content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""sand""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
"What is the silt content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""silt""}}"
"What is the organic_carbon content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""nitrogen""}}"
"What is the moisture content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""moisture""}}"
"What is the phosphorus content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""phosphorus""}}"
"What is the organic_carbon content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""organic_carbon""}}"
"What is the phosphorus content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""phosphorus""}}"
"What is the clay content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""clay""}}"
"What is the pH content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""pH""}}"
"What is the sand content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""sand""}}"
"What is the pH content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""pH""}}"
"What is the silt content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""silt""}}"
"What is the clay content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""clay""}}"
"What is the pH content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""pH""}}"
"What is the clay content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""clay""}}"
"What is the pH content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""pH""}}"
"What is the phosphorus content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""phosphorus""}}"
"What is the moisture content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""moisture""}}"
"What is the organic_carbon content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""organic_carbon""}}"
"What is the moisture content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""moisture""}}"
"What is the silt content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""silt""}}"
"What is the phosphorus content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""phosphorus""}}"
"What is the silt content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""silt""}}"
"What is the organic_carbon content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""organic_carbon""}}"
"What is the moisture content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""moisture""}}"
"What is the silt content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""silt""}}"
"What is the pH content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""pH""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
"What is the pH content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""pH""}}"
"What is the clay content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""clay""}}"
"What is the nitrogen content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""nitrogen""}}"
"What is the moisture content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""moisture""}}"
"What is the moisture content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""moisture""}}"
"What is the silt content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""silt""}}"
"What is the clay content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""clay""}}"
"What is the silt content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""silt""}}"
"What is the moisture content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""moisture""}}"
"What is the clay content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""clay""}}"
"What is the clay content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""clay""}}"
"What is the sand content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""sand""}}"
"What is the phosphorus content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""phosphorus""}}"
"What is the clay content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""clay""}}"
"What is the sand content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""sand""}}"
"What is the sand content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""sand""}}"
"What is the nitrogen content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""nitrogen""}}"
"What is the pH content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""pH""}}"
"What is the silt content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""silt""}}"
"What is the sand content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""sand""}}"
"What is the nitrogen content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""nitrogen""}}"
"What is the phosphorus content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""phosphorus""}}"
"What is the phosphorus content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""phosphorus""}}"
"What is the organic_carbon content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""organic_carbon""}}"
"What is the clay content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""clay""}}"
"What is the sand content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""sand""}}"
"What is the silt content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""silt""}}"
"What is the nitrogen content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""nitrogen""}}"
"What is the organic_carbon content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""organic_carbon""}}"
"What is the organic_carbon content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""organic_carbon""}}"
"What is the moisture content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""moisture""}}"
"What is the pH content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""pH""}}"
"What is the clay content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""clay""}}"
"What is the sand content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""sand""}}"
"What is the clay content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""clay""}}"
"What is the organic_carbon content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""organic_carbon""}}"
"What is the phosphorus content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""phosphorus""}}"
"What is the silt content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""silt""}}"
"What is the sand content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""sand""}}"
"What is the organic_carbon content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""organic_carbon""}}"
"What is the silt content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""silt""}}"
"What is the moisture content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""moisture""}}"
"What is the pH content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""pH""}}"
"What is the sand content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""sand""}}"
"What is the silt content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""silt""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
"What is the sand content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""sand""}}"
"What is the moisture content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""moisture""}}"
"What is the organic_carbon content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""nitrogen""}}"
"What is the silt content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""silt""}}"
"What is the clay content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""clay""}}"
"What is the pH content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""pH""}}"
"What is the clay content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""clay""}}"
"What is the clay content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""clay""}}"
"What is the clay content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""clay""}}"
"What is the clay content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""clay""}}"
"What is the silt content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""silt""}}"
"What is the sand content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""sand""}}"
"What is the clay content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""clay""}}"
"What is the silt content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""silt""}}"
"What is the moisture content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""moisture""}}"
"What is the clay content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""clay""}}"
"What is the silt content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""silt""}}"
"What is the nitrogen content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""nitrogen""}}"
"What is the phosphorus content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""phosphorus""}}"
"What is the nitrogen content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""nitrogen""}}"
"What is the sand content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""sand""}}"
"What is the pH content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""pH""}}"
"What is the clay content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""clay""}}"
"What is the sand content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""sand""}}"
"What is the nitrogen content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""nitrogen""}}"
"What is the sand content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""sand""}}"
"What is the sand content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""sand""}}"
"What is the organic_carbon content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""organic_carbon""}}"
"What is the moisture content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""moisture""}}"
"What is the phosphorus content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""phosphorus""}}"
"What is the silt content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""silt""}}"
"What is the sand content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""sand""}}"
"What is the moisture content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""moisture""}}"
